psa_id,domain,subcategory,psa_text,word_count,validation_status
PSA_06652,Health,Healthcare Access,Protect your health today. Report discrimination or denial of essential healthcare.,11,ACCEPT
PSA_06653,Health,Disease Prevention and Control,Every community can reduce delayed disease reporting. Visit the nearest health facility for testing.,14,ACCEPT
PSA_06654,Health,Mental Health Awareness,Community leaders should avoid using harmful language about mental health.,10,ACCEPT
PSA_06655,Health,Public Health Campaigns,Small actions can prevent misinformation about health. Maintain a clean home and neighbourhood.,13,ACCEPT
PSA_06656,Health,Disease Prevention and Control,"When signs of infectious disease outbreaks appear, visit the nearest health facility for testing.",14,ACCEPT
PSA_06657,Health,Public Health Campaigns,national vaccination programmes advises workers to attend health education sessions.,10,ACCEPT
PSA_06658,Health,Disease Prevention and Control,Avoid the dangers of delayed disease reporting: report suspected disease outbreaks to health authorities.,14,ACCEPT
PSA_06659,Health,Disease Prevention and Control,Keep children and families safe from infectious disease outbreaks. Avoid sharing personal items with infected persons.,16,ACCEPT
PSA_06660,Health,Healthcare Access,County Department of Health: Visit a recognized health facility when medical care is needed.,14,ACCEPT
PSA_06661,Health,Mental Health Awareness,Use trusted sources when learning about family conflict. Create safe and supportive school environments.,14,ACCEPT
PSA_06662,Health,Public Health Campaigns,"To keep mobile clinics safe, maintain a clean home and neighbourhood.",11,ACCEPT
PSA_06663,Health,Maternal and Child Health,Keep the child's immunization records safely as part of good exclusive breastfeeding.,12,ACCEPT
PSA_06664,Health,Maternal and Child Health,Report health concerns early and attend all scheduled antenatal clinic visits.,11,ACCEPT
PSA_06665,Health,Healthcare Access,Seek referrals through recognized health facilities to promote health service access.,11,ACCEPT
PSA_06666,Health,Disease Prevention and Control,"If you are in food preparation areas, avoid sharing personal items with infected persons.",14,ACCEPT
PSA_06667,Health,Public Health Campaigns,"If you are in schools, encourage family members to attend health campaigns.",12,ACCEPT
PSA_06668,Health,Mental Health Awareness,Keep children and families safe from social isolation. Promote respectful workplace wellness practices.,13,ACCEPT
PSA_06669,Health,Disease Prevention and Control,Drink treated or boiled water in water collection points.,9,ACCEPT
PSA_06670,Health,Healthcare Access,Use official emergency medical contacts. Early action can reduce the effects of health insurance fraud.,15,ACCEPT
PSA_06671,Health,Mental Health Awareness,"Together, we can prevent mental health stigma. Seek professional mental health support when needed.",14,ACCEPT
PSA_06672,Health,Healthcare Access,Prioritize patient records. Visit a recognized health facility when medical care is needed.,13,ACCEPT
PSA_06673,Health,Public Health Campaigns,Seek early diagnosis when symptoms persist to protect workers from delayed healthcare seeking.,13,ACCEPT
PSA_06674,Health,Healthcare Access,Protect vulnerable people from health insurance fraud. Keep emergency health information easily accessible.,13,ACCEPT
PSA_06675,Health,Healthcare Access,Take action against failure to seek preventive care: visit a recognized health facility when medical care is needed.,18,ACCEPT
PSA_06676,Health,Maternal and Child Health,Attend all scheduled antenatal clinic visits as advised by maternal health clinics.,12,ACCEPT
PSA_06677,Health,Disease Prevention and Control,School communities are advised to wash your hands regularly with soap and clean water.,14,ACCEPT
PSA_06678,Health,Public Health Campaigns,Do not rely on rumours about cancer. Register for available public health programmes.,13,ACCEPT
PSA_06679,Health,Mental Health Awareness,Students are advised to encourage open and respectful conversations about mental health.,12,ACCEPT
PSA_06680,Health,Disease Prevention and Control,Seek medical attention when symptoms appear before delayed disease reporting becomes more serious.,13,ACCEPT
PSA_06681,Health,Maternal and Child Health,maternal health clinics reminds guardians of infants to keep the child's immunization records safely.,14,ACCEPT
PSA_06682,Health,Mental Health Awareness,Report bullying to the appropriate authority before burnout becomes more serious.,11,ACCEPT
PSA_06683,Health,Public Health Campaigns,Attend health education sessions whenever you are in county referral hospitals.,11,ACCEPT
PSA_06684,Health,Maternal and Child Health,Ministry of Health advises immediate action against childhood illness: keep the child's immunization records safely.,15,ACCEPT
PSA_06685,Health,Disease Prevention and Control,Use approved sanitation facilities to strengthen early diagnosis in rural communities.,11,ACCEPT
PSA_06686,Health,Disease Prevention and Control,Report suspected disease outbreaks to health authorities whenever you are in informal settlements.,13,ACCEPT
PSA_06687,Health,Mental Health Awareness,Follow treatment advice from qualified professionals to prevent avoidable harm in universities.,12,ACCEPT
PSA_06688,Health,Disease Prevention and Control,Stay safe from water-borne disease. Use approved sanitation facilities.,9,ACCEPT
PSA_06689,Health,Mental Health Awareness,Students are encouraged to encourage open and respectful conversations about mental health.,12,ACCEPT
PSA_06690,Health,Maternal and Child Health,"If you are in homes, consult a trained healthcare provider before taking medicine.",13,ACCEPT
PSA_06691,Health,Maternal and Child Health,"When visiting maternal waiting homes, report severe bleeding or persistent pain immediately.",12,ACCEPT
PSA_06692,Health,Disease Prevention and Control,Cover your mouth and nose when coughing or sneezing in rural communities.,12,ACCEPT
PSA_06693,Health,Disease Prevention and Control,"Together, we can prevent poor sanitation. Avoid close contact with people showing symptoms.",13,ACCEPT
PSA_06694,Health,Maternal and Child Health,"Women of reproductive age, remember to consult a trained healthcare provider before taking medicine.",14,ACCEPT
PSA_06695,Health,Public Health Campaigns,Community protection begins with you. Follow verified health information.,9,ACCEPT
PSA_06696,Health,Healthcare Access,Follow guidance from public hospitals: visit a recognized health facility when medical care is needed.,15,ACCEPT
PSA_06697,Health,Maternal and Child Health,Listen to qualified health professionals and attend all scheduled antenatal clinic visits.,12,ACCEPT
PSA_06698,Health,Maternal and Child Health,"If you suspect dehydration in children, provide children with a balanced diet.",12,ACCEPT
PSA_06699,Health,Maternal and Child Health,"For reliable advice, contact Ministry of Health and consult a trained healthcare provider before taking medicine.",16,ACCEPT
PSA_06700,Health,Mental Health Awareness,Act now for better health. Check regularly on people who may need support.,13,ACCEPT
PSA_06701,Health,Public Health Campaigns,Make informed health decisions. Avoid spreading unverified medical claims.,9,ACCEPT
PSA_06702,Health,Healthcare Access,Act early to prevent delayed medical treatment. Follow official information about available health services.,14,ACCEPT
PSA_06703,Health,Mental Health Awareness,Protect yourself from workplace stress: encourage open and respectful conversations about mental health.,13,ACCEPT
PSA_06704,Health,Public Health Campaigns,Ministry of Health reminds community groups to support local disease-prevention activities.,11,ACCEPT
PSA_06705,Health,Maternal and Child Health,nutrition support programmes warns that maternal infection may affect parents. Seek treatment promptly when a child has difficulty breathing.,19,ACCEPT
PSA_06706,Health,Disease Prevention and Control,Promote safer communities through respiratory hygiene. Complete all prescribed medication.,10,ACCEPT
PSA_06707,Health,Disease Prevention and Control,Keep your community safe: notify community health workers about unusual symptoms.,11,ACCEPT
PSA_06708,Health,Public Health Campaigns,"When signs of misinformation about health appear, check your blood pressure regularly.",12,ACCEPT
PSA_06709,Health,Healthcare Access,Follow official health guidance. Ask healthcare workers for clear treatment instructions.,11,ACCEPT
PSA_06710,Health,Public Health Campaigns,Every household should support public health by choosing to follow verified health information.,13,ACCEPT
PSA_06711,Health,Maternal and Child Health,Ensure pregnant women sleep under treated mosquito nets in maternal waiting homes.,12,ACCEPT
PSA_06712,Health,Public Health Campaigns,Take action against cancer: participate in official vaccination campaigns.,9,ACCEPT
PSA_06713,Health,Public Health Campaigns,Help protect members of the public by choosing to support local disease-prevention activities.,13,ACCEPT
PSA_06714,Health,Mental Health Awareness,Help prevent school-related stress: promote respectful workplace wellness practices.,9,ACCEPT
PSA_06715,Health,Maternal and Child Health,Do your part to reduce poor infant feeding. Take newborns for scheduled health check-ups.,14,ACCEPT
PSA_06716,Health,Healthcare Access,mobile health clinics encourages rural households to support vulnerable family members in attending medical visits.,15,ACCEPT
PSA_06717,Health,Public Health Campaigns,Workers must adopt healthy eating habits when necessary.,8,ACCEPT
